country,admin1,lat,lon,type,events,fatalities
Turkey,Kirsehir,39.3091,34.0422,Violence against civilians,2,0
Turkey,Kocaeli,40.8691,29.8208,Battles,1,1
Turkey,Kocaeli,40.8691,29.8208,Protests,368,0
Turkey,Kocaeli,40.8691,29.8208,Riots,10,0
Turkey,Kocaeli,40.8691,29.8208,Violence against civilians,11,1
Turkey,Konya,38.0284,32.412,Battles,2,8
Turkey,Konya,38.0284,32.412,Protests,100,0
Turkey,Konya,38.0284,32.412,Riots,8,8
Turkey,Konya,38.0284,32.412,Violence against civilians,4,1
Turkey,Kutahya,39.3321,29.606,Protests,71,0
Turkey,Kutahya,39.3321,29.606,Riots,2,0
Turkey,Malatya,38.5104,37.8439,Battles,1,1
Turkey,Malatya,38.5104,37.8439,Protests,145,0
Turkey,Malatya,38.5104,37.8439,Riots,7,0
Turkey,Malatya,38.5104,37.8439,Violence against civilians,2,1
Turkey,Manisa,38.7462,28.0939,Protests,237,0
Turkey,Manisa,38.7462,28.0939,Riots,5,0
Turkey,Manisa,38.7462,28.0939,Violence against civilians,9,0
Turkey,Mardin,37.3257,40.7757,Battles,134,248
Turkey,Mardin,37.3257,40.7757,Protests,453,0
Turkey,Mardin,37.3257,40.7757,Riots,29,1
Turkey,Mardin,37.3257,40.7757,Violence against civilians,31,14
Turkey,Mersin,36.7331,33.7591,Battles,5,4
Turkey,Mersin,36.7331,33.7591,Protests,671,0
Turkey,Mersin,36.7331,33.7591,Riots,8,0
Turkey,Mersin,36.7331,33.7591,Violence against civilians,21,1
Turkey,Mugla,36.946,28.646,Battles,1,6
Turkey,Mugla,36.946,28.646,Protests,468,0
Turkey,Mugla,36.946,28.646,Riots,7,0
Turkey,Mus,39.009,41.9466,Battles,25,47
Turkey,Mus,39.009,41.9466,Protests,198,0
Turkey,Mus,39.009,41.9466,Riots,3,0
Turkey,Mus,39.009,41.9466,Violence against civilians,3,0
Turkey,Nevsehir,38.8286,34.6035,Protests,31,0
Turkey,Nevsehir,38.8286,34.6035,Violence against civilians,1,0
Turkey,Nigde,37.8547,34.7331,Protests,35,0
Turkey,Ordu,40.738,37.411,Protests,78,0
Turkey,Ordu,40.738,37.411,Riots,1,1
Turkey,Osmaniye,37.3416,36.2986,Battles,8,30
Turkey,Osmaniye,37.3416,36.2986,Protests,31,0
Turkey,Osmaniye,37.3416,36.2986,Riots,5,0
Turkey,Osmaniye,37.3416,36.2986,Violence against civilians,7,1
Turkey,Rize,40.9104,40.817,Protests,94,0
Turkey,Rize,40.9104,40.817,Riots,5,0
Turkey,Rize,40.9104,40.817,Violence against civilians,3,0
Turkey,Sakarya,40.7353,30.5722,Battles,2,1
Turkey,Sakarya,40.7353,30.5722,Protests,80,0
Turkey,Sakarya,40.7353,30.5722,Riots,2,0
Turkey,Sakarya,40.7353,30.5722,Violence against civilians,6,3
Turkey,Samsun,41.2783,35.8756,Protests,223,0
Turkey,Samsun,41.2783,35.8756,Riots,3,1
Turkey,Samsun,41.2783,35.8756,Violence against civilians,5,0
Turkey,Sanliurfa,37.3442,38.9233,Battles,20,34
Turkey,Sanliurfa,37.3442,38.9233,Protests,523,0
Turkey,Sanliurfa,37.3442,38.9233,Riots,32,0
Turkey,Sanliurfa,37.3442,38.9233,Violence against civilians,35,10
Turkey,Siirt,37.9278,42.0911,Battles,131,223
Turkey,Siirt,37.9278,42.0911,Protests,123,0
Turkey,Siirt,37.9278,42.0911,Riots,2,1
Turkey,Siirt,37.9278,42.0911,Violence against civilians,7,7
Turkey,Sinop,41.6486,34.992,Protests,31,0
Turkey,Sirnak,37.4379,42.5882,Battles,422,827
Turkey,Sirnak,37.4379,42.5882,Protests,489,0
Turkey,Sirnak,37.4379,42.5882,Riots,17,0
Turkey,Sirnak,37.4379,42.5882,Violence against civilians,29,22
Turkey,Sivas,39.5473,37.2125,Protests,83,0
Turkey,Sivas,39.5473,37.2125,Violence against civilians,1,0
Turkey,Tekirdag,41.0734,27.3901,Protests,94,0
Turkey,Tekirdag,41.0734,27.3901,Riots,3,0
Turkey,Tekirdag,41.0734,27.3901,Violence against civilians,11,1
Turkey,Tokat,40.4006,36.6865,Protests,21,0
Turkey,Tokat,40.4006,36.6865,Riots,1,0
Turkey,Tokat,40.4006,36.6865,Violence against civilians,4,0
Turkey,Trabzon,40.8094,39.7814,Battles,4,4
Turkey,Trabzon,40.8094,39.7814,Protests,118,0
Turkey,Trabzon,40.8094,39.7814,Riots,7,0
Turkey,Trabzon,40.8094,39.7814,Violence against civilians,3,0
Turkey,Tunceli,39.1892,39.347,Battles,149,288
Turkey,Tunceli,39.1892,39.347,Protests,352,0
Turkey,Tunceli,39.1892,39.347,Riots,1,0
Turkey,Tunceli,39.1892,39.347,Violence against civilians,4,3
Turkey,Usak,38.5491,29.3243,Protests,42,0
Turkey,Usak,38.5491,29.3243,Violence against civilians,1,0
Turkey,Van,38.5455,43.5949,Battles,137,221
Turkey,Van,38.5455,43.5949,Protests,637,0
Turkey,Van,38.5455,43.5949,Riots,23,0
Turkey,Van,38.5455,43.5949,Violence against civilians,55,16
Turkey,Yalova,40.5992,29.2123,Protests,33,0
Turkey,Yozgat,39.6218,35.2999,Protests,22,0
Turkey,Yozgat,39.6218,35.2999,Riots,1,0
Turkey,Zonguldak,41.2978,31.8293,Protests,72,0
United Arab Emirates,Abu Dhabi,23.7727,53.7133,Protests,6,0
United Arab Emirates,Abu Dhabi,23.7727,53.7133,Violence against civilians,2,0
United Arab Emirates,Ash Shariqah,25.1368,55.8094,Protests,1,0
United Arab Emirates,Ash Shariqah,25.1368,55.8094,Riots,1,0
United Arab Emirates,Ash Shariqah,25.1368,55.8094,Violence against civilians,1,2
United Arab Emirates,Dubai,24.9904,55.3711,Protests,4,0
United Arab Emirates,Dubai,24.9904,55.3711,Violence against civilians,1,1
Yemen,Abyan,13.6274,46.228,Battles,1273,1952
Yemen,Abyan,13.6274,46.228,Protests,308,0
Yemen,Abyan,13.6274,46.228,Riots,20,1
Yemen,Abyan,13.6274,46.228,Violence against civilians,146,97
Yemen,Ad Dali,13.8943,44.7825,Battles,2256,7202
Yemen,Ad Dali,13.8943,44.7825,Protests,347,1
Yemen,Ad Dali,13.8943,44.7825,Riots,7,0
Yemen,Ad Dali,13.8943,44.7825,Violence against civilians,209,116
Yemen,Aden,12.8058,44.788,Battles,557,409
Yemen,Aden,12.8058,44.788,Protests,756,18
Yemen,Aden,12.8058,44.788,Riots,190,17
Yemen,Aden,12.8058,44.788,Violence against civilians,466,213
Yemen,Al Bayda,14.326,45.216,Battles,1319,5288
Yemen,Al Bayda,14.326,45.216,Protests,194,1
Yemen,Al Bayda,14.326,45.216,Riots,4,1
Yemen,Al Bayda,14.326,45.216,Violence against civilians,144,130
Yemen,Al Hudaydah,14.7791,43.2181,Battles,3049,11718
Yemen,Al Hudaydah,14.7791,43.2181,Protests,739,1
Yemen,Al Hudaydah,14.7791,43.2181,Riots,2,2
Yemen,Al Hudaydah,14.7791,43.2181,Violence against civilians,372,147
Yemen,Al Jawf,16.5962,45.5989,Battles,1545,8440
Yemen,Al Jawf,16.5962,45.5989,Protests,651,0
Yemen,Al Jawf,16.5962,45.5989,Riots,1,14
Yemen,Al Jawf,16.5962,45.5989,Violence against civilians,88,85
Yemen,Al Mahrah,17.0575,51.8238,Battles,34,22
Yemen,Al Mahrah,17.0575,51.8238,Protests,89,0
Yemen,Al Mahrah,17.0575,51.8238,Riots,1,0
Yemen,Al Mahrah,17.0575,51.8238,Violence against civilians,28,9
Yemen,Al Mahwit,15.3084,43.4994,Battles,10,27
Yemen,Al Mahwit,15.3084,43.4994,Protests,810,0
Yemen,Al Mahwit,15.3084,43.4994,Violence against civilians,20,5
Yemen,Amanat al Asimah,15.4201,44.1919,Battles,65,304
Yemen,Amanat al Asimah,15.4201,44.1919,Protests,738,5
Yemen,Amanat al Asimah,15.4201,44.1919,Riots,8,3
Yemen,Amanat al Asimah,15.4201,44.1919,Violence against civilians,328,178
Yemen,Amran,16.1156,43.9414,Battles,56,130
Yemen,Amran,16.1156,43.9414,Protests,641,0
Yemen,Amran,16.1156,43.9414,Riots,2,0
Yemen,Amran,16.1156,43.9414,Violence against civilians,87,38
Yemen,Coast of Hawf,16.5757,53.0427,Violence against civilians,1,1
Yemen,Dhamar,14.5395,44.3063,Battles,75,111
Yemen,Dhamar,14.5395,44.3063,Protests,829,0
Yemen,Dhamar,14.5395,44.3063,Violence against civilians,133,48
Yemen,Gulf of Aden,12.4081,48.278,Battles,6,0
Yemen,Hadramawt,16.5288,48.6269,Battles,138,199
Yemen,Hadramawt,16.5288,48.6269,Protests,357,3
Yemen,Hadramawt,16.5288,48.6269,Riots,88,2
Yemen,Hadramawt,16.5288,48.6269,Violence against civilians,137,106
Yemen,Hajjah,16.0944,43.2039,Battles,684,4098
Yemen,Hajjah,16.0944,43.2039,Protests,969,0
Yemen,Hajjah,16.0944,43.2039,Riots,2,0
Yemen,Hajjah,16.0944,43.2039,Violence against civilians,51,77
Yemen,Ibb,14.0881,44.175,Battles,221,332
Yemen,Ibb,14.0881,44.175,Protests,1756,1
Yemen,Ibb,14.0881,44.175,Riots,7,1
Yemen,Ibb,14.0881,44.175,Violence against civilians,452,190
Yemen,Lahij,13.3204,44.7623,Battles,1233,2364
Yemen,Lahij,13.3204,44.7623,Protests,213,0
Yemen,Lahij,13.3204,44.7623,Riots,31,0
Yemen,Lahij,13.3204,44.7623,Violence against civilians,143,73
Yemen,Marib,15.3329,45.4523,Battles,2638,13180
Yemen,Marib,15.3329,45.4523,Protests,688,0
Yemen,Marib,15.3329,45.4523,Riots,6,2
Yemen,Marib,15.3329,45.4523,Violence against civilians,93,87
Yemen,Raymah,14.657,43.6874,Battles,6,11
Yemen,Raymah,14.657,43.6874,Protests,396,0
Yemen,Raymah,14.657,43.6874,Violence against civilians,13,11
Yemen,Sadah,17.0883,44.0424,Battles,1762,10518
Yemen,Sadah,17.0883,44.0424,Protests,1129,2
Yemen,Sadah,17.0883,44.0424,Riots,3,7
Yemen,Sadah,17.0883,44.0424,Violence against civilians,386,507
Yemen,Sanaa,15.3931,44.4753,Battles,689,3892
Yemen,Sanaa,15.3931,44.4753,Protests,455,0
Yemen,Sanaa,15.3931,44.4753,Riots,1,1
Yemen,Sanaa,15.3931,44.4753,Violence against civilians,101,56
Yemen,Shabwah,14.651,46.62,Battles,894,1880
Yemen,Shabwah,14.651,46.62,Protests,222,4
Yemen,Shabwah,14.651,46.62,Riots,21,6
Yemen,Shabwah,14.651,46.62,Violence against civilians,224,117
Yemen,South Red Sea,15.5791,40.9906,Battles,4,10
Yemen,South Red Sea,15.5791,40.9906,Violence against civilians,7,2
Yemen,Strait of Bab el Mandeb,12.613,43.3362,Battles,2,0
Yemen,Suqutra,12.5081,53.893,Battles,31,8
Yemen,Suqutra,12.5081,53.893,Protests,77,0
Yemen,Suqutra,12.5081,53.893,Riots,3,0
Yemen,Suqutra,12.5081,53.893,Violence against civilians,19,0
Yemen,Taizz,13.2949,43.7855,Battles,3403,11374
Yemen,Taizz,13.2949,43.7855,Protests,1011,3
Yemen,Taizz,13.2949,43.7855,Riots,33,4
Yemen,Taizz,13.2949,43.7855,Violence against civilians,712,405
